"Name","Path","Position","Is Active","Url Key","Description","Image","Page Title","Meta Keywords","Meta Description","Include In Menu","Display Mode","CMS Block","Is Anchor","Availabe Sort By","Default Sort By","Page Layout","Custom Layout Update"
"Corvette Lug Nuts, Covers, Locking Packages & Wheel Studs","Default/Shop by Category/Wheels & Tires","4","Yes","corvette-lug-nuts-covers-locking-packages-wheel-studs","","corvette-lug-nuts-covers-locking-packages-wheel-studs.jpg","Corvette Lug Nuts, Covers, Locking Packages & Wheel Studs","","","Yes","Products only","","Yes","","","No layout updates",""
"Heat & Sound Protection","Default/14-19 C7/Interior Accessories","5","Yes","heat-sound-protection","C7 Corvette Heat & Sound Protection","c7-corvette-heat-sound-protection.jpg","C7 Corvette Heat & Sound Protection (2014-2019)","2014-2019 Corvette Heat & Sound Protection","Shop for 2014-2019 Corvette Heat & Sound Protection to improve the enjoyment of your Corvette when cruising.","Yes","Products only","","Yes","","","No layout updates",""
"Jewelery","Default/Corvette GIfts/Stocking Stuffers","1","Yes","jewelery","","corvette-gifts-corvette-accessories-jewelry-category.jpg","Corvette Jewelery","","Corvette Jewelery make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Key Chains","Default/Corvette GIfts/Stocking Stuffers","2","Yes","key-chains","","corvette-gifts-corvette-key-chains-category.jpg","Corvette Key Chains","","Corvette Key Chains make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Cell Phone Covers","Default/Corvette GIfts/Stocking Stuffers","3","Yes","cell-phone-covers","","corvette-gifts-corvette-cell-phone-covers-category.jpg","Corvette Cell Phone Covers","","Corvette Cell Phone Covers make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Checkbook Covers & Wallets","Default/Corvette GIfts/Stocking Stuffers","4","Yes","checkbook-covers-wallets","","corvette-gifts-corvette-checkbook-covers-wallets-category.jpg","Corvette Checkbook Covers & Wallets","","Corvette Checkbook Covers & Wallets make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Valve Stem Caps","Default/Corvette GIfts/Stocking Stuffers","5","Yes","valve-stem-caps","","corvette-gifts-corvette-valve-stem-caps-category.jpg","Corvette Valve Stem Caps","","Corvette Valve Stem Caps make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Sunglasses","Default/Corvette GIfts/Stocking Stuffers","6","Yes","sunglasses","","corvette-gifts-corvette-sunglasses-category.jpg","Corvette Sunglasses","","Corvette Sunglasses make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Hats","Default/Corvette GIfts/Apparel","1","Yes","hats","","corvette-gifts-corvette-hats-category.jpg","Corvette Hats","","Corvette Hats make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Jackets","Default/Corvette GIfts/Apparel","2","Yes","jackets","","corvette-gifts-corvette-jackets-category.jpg","Corvette Jackets","","Corvette Jackets make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"T-Shirts","Default/Corvette GIfts/Apparel","3","Yes","t-shirts","","corvette-gifts-corvette-t-shirts-category.jpg","Corvette T-Shirts","","Corvette T-Shirts make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Sweatshirts & Pullovers","Default/Corvette GIfts/Apparel","5","Yes","sweatshirts-pullovers","","corvette-gifts-corvette-sweatshirts-pullovers-category.jpg","Corvette Sweatshirts & Pullovers","","Corvette Sweatshirts & Pullovers make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Polos & Camp Shirts","Default/Corvette GIfts/Apparel","6","Yes","polos-camp-shirts","","corvette-gifts-corvette-polos-camp-shirts-category.jpg","Corvette Polos & Camp Shirts","","Corvette Polos & Camp Shirts make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Ladies Only","Default/Corvette GIfts/Apparel","7","Yes","ladies-only","","corvette-gifts-corvette-ladies-only-category.jpg","Corvette Ladies Only","","Corvette Ladies Only make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Kids Apparel","Default/Corvette GIfts/Apparel","8","Yes","kids-apparel","","corvette-gifts-corvette-kids-apparel-category.jpg","Corvette Kids Apparel","","Corvette Kids Apparel make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Stools & Tables","Default/Corvette GIfts/Man Cave","1","Yes","stools-tables","","corvette-gifts-stools-tables-category_1.jpg","Corvette Stools & Tables","","Corvette Stools & Tables make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Neon & Clocks","Default/Corvette GIfts/Man Cave","2","Yes","neon-clocks","","corvette-gifts-corvette-neon-clocks-category.jpg","Corvette Neon & Clocks","","Corvette Neon & Clocks make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Posters","Default/Corvette GIfts/Man Cave","3","No","posters","","","Corvette Posters","","Corvette Posters make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Mugs & Cups","Default/Corvette GIfts/Man Cave","4","Yes","mugs-cups","","corvette-gifts-corvette-mugs-cups-category.jpg","Corvette Mugs & Cups","","Corvette Mugs & Cups make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Computer Accessories","Default/Corvette GIfts/Man Cave","5","Yes","computer-accessories","","corvette-gifts-corvette-computer-accessories-category.jpg","Corvette Computer Accessories","","Corvette Computer Accessories make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Fender Covers & Protection","Default/Corvette GIfts/Garage","1","Yes","fender-covers-protection","","corvette-gifts-fender-covers-protection-category.jpg","Corvette Fender Covers & Protection","","Corvette Fender Covers & Protection make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Race Ramps & Vehicle Lift","Default/Corvette GIfts/Garage","2","Yes","race-ramps-vehicle-lift","","corvette-gifts-race-ramps-vehicle-lift-category.jpg","Corvette Race Ramps & Vehicle Lift","","Corvette Race Ramps & Vehicle Lift make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Floor Mats","Default/Corvette GIfts/Popular Corvette Bolt-Ons","1","Yes","floor-mats","","corvette-gifts-corvette-floor-mats-category.jpg","Corvette Floor Mats","","Corvette Floor Mats make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Stainless Accessories","Default/Corvette GIfts/Popular Corvette Bolt-Ons","2","Yes","stainless-accessories","","corvette-stainless-accessories-category.jpg","Corvette Stainless Accessories","","Corvette Stainless Accessories make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Spoilers & Side Skirts","Default/Corvette GIfts/Popular Corvette Bolt-Ons","3","Yes","spoilers-side-skirts","","corvette-gifts-stainless-accessories-category.jpg","Corvette Spoilers & Side Skirts","","Corvette Spoilers & Side Skirts make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"License Plate Frames","Default/Corvette GIfts/Popular Corvette Bolt-Ons","4","Yes","license-plate-frames","","corvette-gifts-corvette-license-plate-frames-category.jpg","Corvette License Plate Frames","","Corvette License Plate Frames make great gifts for enthusiasts during the holidays and throughout the year. Zip has a number of popular Corvette gift ideas ready to ship today.","Yes","Products only","","Yes","","","No layout updates",""
"Rear Roof Panel","Default/84-96 C4/Interior","15","Yes","rear-roof-panel","1984-1996 Corvette Rear Roof Panel","rear-roof-panel-category.jpg","C4 Corvette Rear Roof Panel (1984-1996)","1984-1996 C4 Corvette Rear Roof Panel","Shop for 1984-1996 C4 Corvette Rear Roof Panel from Zip Corvette - your source for Corvette roof panels and cargo lamps.","Yes","Products only","","Yes","","","No layout updates",""
"Admiral Blue (GTR)","Default/Parts and Accessories/Paint Color","1","Yes","admiral-blue-gtr","","","Admiral Blue (GTR)","","","No","Products only","","Yes","","","No layout updates",""
"1956-1982 Lloyd Mats","Default/Shop By Brand/Lloyd Floor Mats","1","Yes","1956-1982-lloyd-mats","1956-1982 Corvette Lloyd Floor & Cargo Mats","c1-lloyds-mats.jpg","1956-1982 Corvette Lloyd Floor & Cargo Mats (C1- C3)","C1, C2, C3 Corvette Lloyd Floor & Cargo Mats (1956-1982)","Shop for 1956-1982 Corvette Lloyd Floor & Cargo Mats (C1- C3) from Zip Corvette - your source for Corvette floor and carpet protection.","Yes","Products only","","Yes","","","No layout updates",""
"Seat","Default/14-19 C7/Interior Accessories","8","Yes","corvette-seat","C7 Corvette Seat Accessories & Covers","c7-seat-category.jpg","2014-2019 C7 Corvette Seat Accessories & Covers","C7 Corvette Seat Accessories & Covers (2014-2019)","Shop for C7 Corvette Seat Accessories & Covers from Zip Corvette. Complete selection of seat protection and accessories.","Yes","Products only","","Yes","","","No layout updates",""
"Fuel Lines","Default/84-96 C4/Fuel System","5","Yes","fuel-lines","C4 Corvette Fuel Lines - OEM & Stainless for 1984-1996 Corvettes","fuel-lines-category.jpg","C4 Corvette Fuel Lines - OEM & Stainless (1984-1996)","1984-1996 C4 Corvette Fuel Lines - OEM & Stainless ","Buy 1984-1996 C4 Corvette Fuel Lines online at Zip. The source for quality C4 Corvette Fuel System Parts, excellent customer service and fast shipping.","Yes","Products only","","Yes","","","No layout updates",""
"Performance Exhaust Systems","Default/53-62/Exhaust","8","Yes","performance-exhaust-systems","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Exhaust parts is unsurpassed. Our inventory selection includes performance exhaust systems and header packages designed for C1 Corvettes. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>
","performance-exhaust-systems-category.jpg","C1 Corvette Performance Exhaust (1953-1962)","1953-1962 C1 Corvette Performance Exhaust","Buy 1953-1962 Corvette Performance Exhaust  at Zip. C1 Corvette Exhaust Pipes, Performance Mufflers, Header Packages & more.
","Yes","Products only","","Yes","","","No layout updates",""
